year,source,geo_type,name,Total,White,Black,Hispanic,state_fips,county_fips,place_fips
2023,acs5,place,"Williamsville city, Missouri",325,263,2,0,29,,80026
2023,acs5,place,"Willow Springs city, Missouri",2015,1803,51,42,29,,80098
2023,acs5,place,"Wilson City village, Missouri",91,0,59,0,29,,80260
2023,acs5,place,"Winchester city, Missouri",1914,1013,16,610,29,,80314
2023,acs5,place,"Windsor Place village, Missouri",420,370,9,9,29,,80380
2023,acs5,place,"Windsor city, Missouri",3038,2674,8,214,29,,80350
2023,acs5,place,"Winfield city, Missouri",1726,1579,15,33,29,,80422
2023,acs5,place,"Winigan CDP, Missouri",15,9,0,0,29,,80440
2023,acs5,place,"Winona city, Missouri",829,726,5,5,29,,80512
2023,acs5,place,"Winston village, Missouri",153,142,2,0,29,,80548
2023,acs5,place,"Wood Heights city, Missouri",783,722,25,18,29,,80767
2023,acs5,place,"Woodson Terrace city, Missouri",3935,1605,1049,822,29,,80962
2023,acs5,place,"Wooldridge village, Missouri",33,33,0,0,29,,81016
2023,acs5,place,"Worth village, Missouri",44,39,0,0,29,,81070
2023,acs5,place,"Wortham CDP, Missouri",163,163,0,0,29,,81088
2023,acs5,place,"Worthington village, Missouri",23,23,0,0,29,,81106
2023,acs5,place,"Wright City city, Missouri",5025,3915,225,707,29,,81124
2023,acs5,place,"Wyaconda city, Missouri",193,193,0,0,29,,81142
2023,acs5,place,"Wyatt city, Missouri",233,193,18,7,29,,81178
2023,acs5,place,"Zalma CDP, Missouri",77,67,0,0,29,,81430
2023,acs1,state,Missouri,6196156,4738502,661577,325288,29,,
2024,acs5,county,"Adair County, Missouri",25301,22028,1123,755,29,001,
2024,acs5,county,"Andrew County, Missouri",18065,16698,242,470,29,003,
2024,acs5,county,"Atchison County, Missouri",5187,4804,11,107,29,005,
2024,acs5,county,"Audrain County, Missouri",24548,21403,1091,786,29,007,
2024,acs5,county,"Barry County, Missouri",35033,28092,70,3564,29,009,
2024,acs5,county,"Barton County, Missouri",11690,10509,27,357,29,011,
2024,acs5,county,"Bates County, Missouri",16186,14845,346,416,29,013,
2024,acs5,county,"Benton County, Missouri",20151,18460,193,411,29,015,
2024,acs5,county,"Bollinger County, Missouri",10559,9893,89,175,29,017,
2024,acs5,county,"Boone County, Missouri",188043,142496,17873,8454,29,019,
2024,acs5,county,"Buchanan County, Missouri",83568,66629,4685,6318,29,021,
2024,acs5,county,"Butler County, Missouri",42020,36091,1978,1035,29,023,
2024,acs5,county,"Caldwell County, Missouri",8927,8213,107,203,29,025,
2024,acs5,county,"Callaway County, Missouri",44741,39393,1672,1098,29,027,
2024,acs5,county,"Camden County, Missouri",43667,40223,381,1526,29,029,
2024,acs5,county,"Cape Girardeau County, Missouri",82735,69142,6109,2439,29,031,
2024,acs5,county,"Carroll County, Missouri",8411,7850,127,187,29,033,
2024,acs5,county,"Carter County, Missouri",5297,4903,22,121,29,035,
2024,acs5,county,"Cass County, Missouri",110773,92652,5052,6083,29,037,
2024,acs5,county,"Cedar County, Missouri",14615,13461,72,320,29,039,
2024,acs5,county,"Chariton County, Missouri",7390,6852,138,111,29,041,
2024,acs5,county,"Christian County, Missouri",92915,83999,653,3505,29,043,
2024,acs5,county,"Clark County, Missouri",6675,6334,127,65,29,045,
2024,acs5,county,"Clay County, Missouri",258122,198705,17626,20621,29,047,
2024,acs5,county,"Clinton County, Missouri",21414,19680,169,567,29,049,
2024,acs5,county,"Cole County, Missouri",77032,61045,7484,2807,29,051,
2024,acs5,county,"Cooper County, Missouri",16824,14773,943,361,29,053,
2024,acs5,county,"Crawford County, Missouri",22797,20943,177,552,29,055,
2024,acs5,county,"Dade County, Missouri",7641,7032,32,175,29,057,
2024,acs5,county,"Dallas County, Missouri",17551,16342,33,398,29,059,
2024,acs5,county,"Daviess County, Missouri",8477,8060,82,151,29,061,
2024,acs5,county,"DeKalb County, Missouri",10876,9465,710,258,29,063,
2024,acs5,county,"Dent County, Missouri",14539,13239,61,324,29,065,
2024,acs5,county,"Douglas County, Missouri",11965,11051,108,280,29,067,
2024,acs5,county,"Dunklin County, Missouri",27493,20218,1896,2107,29,069,
2024,acs5,county,"Franklin County, Missouri",105950,93978,905,2461,29,071,
2024,acs5,county,"Gasconade County, Missouri",14746,13907,127,237,29,073,
2024,acs5,county,"Gentry County, Missouri",6245,5833,22,124,29,075,
2024,acs5,county,"Greene County, Missouri",303375,254936,9016,15605,29,077,
2024,acs5,county,"Grundy County, Missouri",9787,9012,44,273,29,079,
2024,acs5,county,"Harrison County, Missouri",8190,7684,64,68,29,081,
2024,acs5,county,"Henry County, Missouri",22328,20389,169,675,29,083,
2024,acs5,county,"Hickory County, Missouri",8585,8015,7,157,29,085,
2024,acs5,county,"Holt County, Missouri",4240,3956,18,79,29,087,
2024,acs5,county,"Howard County, Missouri",10147,8742,561,229,29,089,
2024,acs5,county,"Howell County, Missouri",40383,36940,194,1042,29,091,
2024,acs5,county,"Iron County, Missouri",9446,8662,48,210,29,093,
2024,acs5,county,"Jackson County, Missouri",719976,427242,158398,82126,29,095,
2024,acs5,county,"Jasper County, Missouri",124357,100192,2054,12221,29,097,
2024,acs5,county,"Jefferson County, Missouri",229458,202967,2315,6066,29,099,
2024,acs5,county,"Johnson County, Missouri",54732,45821,2332,2821,29,101,
2024,acs5,county,"Knox County, Missouri",3756,3561,24,11,29,103,
2024,acs5,county,"Laclede County, Missouri",36390,32903,209,1086,29,105,
2024,acs5,county,"Lafayette County, Missouri",33115,29712,514,1155,29,107,
2024,acs5,county,"Lawrence County, Missouri",38593,33261,107,3263,29,109,
2024,acs5,county,"Lewis County, Missouri",9924,9084,383,111,29,111,
2024,acs5,county,"Lincoln County, Missouri",63057,57929,1070,1809,29,113,
2024,acs5,county,"Linn County, Missouri",11852,11100,97,352,29,115,
2024,acs5,county,"Livingston County, Missouri",14364,13036,434,295,29,117,
2024,acs5,county,"Macon County, Missouri",15163,13954,275,287,29,121,
2024,acs5,county,"Madison County, Missouri",12729,11738,35,356,29,123,
2024,acs5,county,"Maries County, Missouri",8450,7746,18,175,29,125,
2024,acs5,county,"Marion County, Missouri",28457,25330,1192,582,29,127,
2024,acs5,county,"McDonald County, Missouri",23701,16185,466,2949,29,119,
2024,acs5,county,"Mercer County, Missouri",3482,3173,6,167,29,129,
2024,acs5,county,"Miller County, Missouri",25269,23586,279,547,29,131,
2024,acs5,county,"Mississippi County, Missouri",11902,8410,2257,96,29,133,
2024,acs5,county,"Moniteau County, Missouri",15262,13444,342,895,29,135,
2024,acs5,county,"Monroe County, Missouri",8734,8004,309,160,29,137,
2024,acs5,county,"Montgomery County, Missouri",11426,10549,97,266,29,139,
2024,acs5,county,"Morgan County, Missouri",21717,19956,51,569,29,141,
2024,acs5,county,"New Madrid County, Missouri",15731,11676,2051,292,29,143,
2024,acs5,county,"Newton County, Missouri",60118,48330,566,4058,29,145,
2024,acs5,county,"Nodaway County, Missouri",20774,18998,439,461,29,147,
2024,acs5,county,"Oregon County, Missouri",8673,8033,7,132,29,149,
2024,acs5,county,"Osage County, Missouri",13402,12942,37,149,29,151,
2024,acs5,county,"Ozark County, Missouri",8873,8312,24,188,29,153,
2024,acs5,county,"Pemiscot County, Missouri",14958,9738,3643,478,29,155,
2024,acs5,county,"Perry County, Missouri",18976,17731,131,467,29,157,
2024,acs5,county,"Pettis County, Missouri",43397,35616,1071,4299,29,159,
2024,acs5,county,"Phelps County, Missouri",45194,38353,1100,1390,29,161,
2024,acs5,county,"Pike County, Missouri",17711,15760,878,439,29,163,
2024,acs5,county,"Platte County, Missouri",110371,84638,8224,7893,29,165,
2024,acs5,county,"Polk County, Missouri",32444,29507,239,970,29,167,
2024,acs5,county,"Pulaski County, Missouri",53894,36902,5425,6199,29,169,
2024,acs5,county,"Putnam County, Missouri",4642,4414,9,139,29,171,
2024,acs5,county,"Ralls County, Missouri",10428,9678,187,128,29,173,
2024,acs5,county,"Randolph County, Missouri",24365,21308,1203,612,29,175,
2024,acs5,county,"Ray County, Missouri",23145,21333,182,667,29,177,
2024,acs5,county,"Reynolds County, Missouri",6010,5466,89,104,29,179,
2024,acs5,county,"Ripley County, Missouri",10708,9898,34,157,29,181,
2024,acs5,county,"Saline County, Missouri",23231,17485,1138,2932,29,195,
2024,acs5,county,"Schuyler County, Missouri",4038,3805,8,29,29,197,
2024,acs5,county,"Scotland County, Missouri",4686,4497,6,9,29,199,
2024,acs5,county,"Scott County, Missouri",37933,30667,3463,995,29,201,
2024,acs5,county,"Shannon County, Missouri",7177,6616,14,48,29,203,
2024,acs5,county,"Shelby County, Missouri",5986,5605,65,139,29,205,
2024,acs5,county,"St. Charles County, Missouri",414535,343925,20824,17405,29,183,
2024,acs5,county,"St. Clair County, Missouri",9587,8898,77,213,29,185,
2024,acs5,county,"St. Francois County, Missouri",66999,60219,1835,1268,29,187,
2024,acs5,county,"St. Louis County, Missouri",995569,610928,239132,38412,29,189,
2024,acs5,county,"St. Louis city, Missouri",288512,128219,121473,15297,29,510,
2024,acs5,county,"Ste. Genevieve County, Missouri",18571,17426,227,279,29,186,
2024,acs5,county,"Stoddard County, Missouri",28470,26398,316,633,29,207,
2024,acs5,county,"Stone County, Missouri",32048,29649,99,936,29,209,
2024,acs5,county,"Sullivan County, Missouri",5857,4501,156,1059,29,211,
2024,acs5,county,"Taney County, Missouri",56529,48097,1008,4307,29,213,
2024,acs5,county,"Texas County, Missouri",25161,22383,890,620,29,215,
2024,acs5,county,"Vernon County, Missouri",19687,18236,177,533,29,217,
2024,acs5,county,"Warren County, Missouri",37177,33253,401,1530,29,219,
2024,acs5,county,"Washington County, Missouri",23470,21540,399,266,29,221,
2024,acs5,county,"Wayne County, Missouri",10862,10037,46,159,29,223,
2024,acs5,county,"Webster County, Missouri",40500,36949,434,947,29,225,
2024,acs5,county,"Worth County, Missouri",1934,1842,2,12,29,227,
2024,acs5,county,"Wright County, Missouri",18965,17397,103,497,29,229,
2024,acs5,place,"Adrian city, Missouri",1857,1650,15,62,29,,00244
2024,acs5,place,"Advance city, Missouri",1450,1351,18,10,29,,00262
2024,acs5,place,"Affton CDP, Missouri",19052,15486,573,1131,29,,00280
2024,acs5,place,"Agency village, Missouri",871,802,0,33,29,,00298
2024,acs5,place,"Airport Drive village, Missouri",941,849,8,12,29,,00424
2024,acs5,place,"Alba city, Missouri",624,532,0,5,29,,00496
2024,acs5,place,"Albany city, Missouri",1909,1739,15,75,29,,00514
2024,acs5,place,"Aldrich village, Missouri",65,60,0,0,29,,00568
2024,acs5,place,"Alexandria city, Missouri",103,64,39,0,29,,00604
2024,acs5,place,"Allendale village, Missouri",46,45,0,0,29,,00712
2024,acs5,place,"Allenville village, Missouri",127,125,0,0,29,,00748
2024,acs5,place,"Alma city, Missouri",450,428,0,2,29,,00802
2024,acs5,place,"Altamont village, Missouri",147,143,0,0,29,,00910
2024,acs5,place,"Altenburg city, Missouri",426,387,23,0,29,,00928
2024,acs5,place,"Alton city, Missouri",744,619,7,26,29,,00964
2024,acs5,place,"Amazonia village, Missouri",286,286,0,0,29,,01018
2024,acs5,place,"Amity town, Missouri",72,72,0,0,29,,01054
2024,acs5,place,"Amoret city, Missouri",120,97,0,0,29,,01072
2024,acs5,place,"Amsterdam city, Missouri",128,110,0,10,29,,01090
2024,acs5,place,"Anderson city, Missouri",2685,1687,0,464,29,,01198
2024,acs5,place,"Annada village, Missouri",74,73,0,0,29,,01252
2024,acs5,place,"Annapolis city, Missouri",427,398,8,14,29,,01270
2024,acs5,place,"Anniston town, Missouri",241,234,0,7,29,,01288
2024,acs5,place,"Appleton City city, Missouri",1221,1130,18,48,29,,01522
2024,acs5,place,"Arbela town, Missouri",22,22,0,0,29,,01576
2024,acs5,place,"Arbyrd city, Missouri",432,287,0,79,29,,01630
2024,acs5,place,"Arcadia city, Missouri",586,556,2,0,29,,01648
2024,acs5,place,"Archie city, Missouri",1322,1177,10,24,29,,01702
2024,acs5,place,"Arcola village, Missouri",34,17,0,14,29,,01720
2024,acs5,place,"Argyle town, Missouri",117,112,0,0,29,,01828
2024,acs5,place,"Arkoe town, Missouri",76,72,0,1,29,,01864
2024,acs5,place,"Armstrong city, Missouri",416,386,8,4,29,,01954
2024,acs5,place,"Arnold city, Missouri",20956,18451,52,548,29,,01972
2024,acs5,place,"Arrow Point village, Missouri",81,74,0,0,29,,02034
2024,acs5,place,"Arrow Rock town, Missouri",65,62,0,1,29,,02044
2024,acs5,place,"Asbury city, Missouri",459,436,0,3,29,,02098
2024,acs5,place,"Ash Grove city, Missouri",1333,1261,5,1,29,,02188
2024,acs5,place,"Ashburn town, Missouri",0,0,0,0,29,,02152
2024,acs5,place,"Ashland city, Missouri",4914,4436,50,161,29,,02242
2024,acs5,place,"Ashley CDP, Missouri",34,34,0,0,29,,02260
2024,acs5,place,"Atlanta city, Missouri",499,467,2,0,29,,02422
2024,acs5,place,"Augusta town, Missouri",285,278,0,1,29,,02512
2024,acs5,place,"Aullville village, Missouri",109,109,0,0,29,,02530
2024,acs5,place,"Aurora Springs CDP, Missouri",230,180,35,0,29,,02584
2024,acs5,place,"Aurora city, Missouri",7397,6642,19,496,29,,02548
2024,acs5,place,"Auxvasse city, Missouri",1452,1364,3,4,29,,02638
2024,acs5,place,"Ava city, Missouri",3045,2947,53,16,29,,02674
2024,acs5,place,"Avalon CDP, Missouri",47,40,0,0,29,,02692
2024,acs5,place,"Avilla town, Missouri",70,66,0,2,29,,02746
2024,acs5,place,"Avondale city, Missouri",308,283,10,9,29,,02800
2024,acs5,place,"Bagnell town, Missouri",44,44,0,0,29,,02962
2024,acs5,place,"Baker village, Missouri",0,0,0,0,29,,03034
2024,acs5,place,"Bakersfield village, Missouri",188,187,0,0,29,,03052
2024,acs5,place,"Baldwin Park village, Missouri",52,40,0,9,29,,03124
2024,acs5,place,"Ballwin city, Missouri",31279,23448,877,1295,29,,03160
2024,acs5,place,"Baring city, Missouri",40,40,0,0,29,,03322
2024,acs5,place,"Barnard city, Missouri",186,180,0,0,29,,03340
2024,acs5,place,"Barnett city, Missouri",129,119,0,0,29,,03376
2024,acs5,place,"Barnhart CDP, Missouri",5785,5079,8,77,29,,03394
2024,acs5,place,"Bates City city, Missouri",162,156,0,0,29,,03556
2024,acs5,place,"Battlefield city, Missouri",6165,5493,15,274,29,,03592
2024,acs5,place,"Bel-Nor village, Missouri",1556,687,736,19,29,,04348
2024,acs5,place,"Bel-Ridge village, Missouri",2432,317,1866,58,29,,04366
2024,acs5,place,"Bell City city, Missouri",496,390,0,27,29,,04132
2024,acs5,place,"Bella Villa city, Missouri",691,608,19,33,29,,04114
2024,acs5,place,"Belle city, Missouri",1246,1148,0,40,29,,04150
2024,acs5,place,"Bellefontaine Neighbors city, Missouri",10498,1160,8834,29,29,,04222
2024,acs5,place,"Bellerive Acres city, Missouri",288,120,160,0,29,,04248
2024,acs5,place,"Bellflower city, Missouri",238,225,0,3,29,,04330
2024,acs5,place,"Belton city, Missouri",25008,19142,2050,1927,29,,04384
2024,acs5,place,"Bennett Springs CDP, Missouri",135,135,0,0,29,,04525
2024,acs5,place,"Bent Tree Harbor CDP, Missouri",391,363,0,0,29,,04864
2024,acs5,place,"Benton City village, Missouri",88,86,0,2,29,,04834
2024,acs5,place,"Benton city, Missouri",826,744,32,10,29,,04798
2024,acs5,place,"Berger city, Missouri",169,143,3,3,29,,04888
2024,acs5,place,"Berkeley city, Missouri",8123,673,6416,613,29,,04906
2024,acs5,place,"Bernie city, Missouri",1725,1562,17,52,29,,04960
2024,acs5,place,"Bertrand city, Missouri",732,579,19,42,29,,04996
2024,acs5,place,"Bethany city, Missouri",3080,2948,52,0,29,,05068
2024,acs5,place,"Bethel village, Missouri",126,126,0,0,29,,05104
2024,acs5,place,"Beverly Hills city, Missouri",488,5,478,0,29,,05248
2024,acs5,place,"Bevier city, Missouri",657,636,7,11,29,,05266
2024,acs5,place,"Biehle CDP, Missouri",9,9,0,0,29,,05320
2024,acs5,place,"Big Lake village, Missouri",82,80,0,2,29,,05495
2024,acs5,place,"Big Spring CDP, Missouri",140,140,0,0,29,,05608
2024,acs5,place,"Bigelow village, Missouri",0,0,0,0,29,,05464
2024,acs5,place,"Billings city, Missouri",844,723,0,55,29,,05626
2024,acs5,place,"Birch Tree city, Missouri",402,348,0,0,29,,05734
2024,acs5,place,"Birmingham village, Missouri",189,178,0,0,29,,05824
2024,acs5,place,"Bismarck city, Missouri",1508,1333,1,40,29,,05878
2024,acs5,place,"Black Jack city, Missouri",6589,590,5845,0,29,,06004
2024,acs5,place,"Blackburn city, Missouri",240,213,17,5,29,,05950
2024,acs5,place,"Blackwater city, Missouri",207,191,0,2,29,,06148
2024,acs5,place,"Blairstown city, Missouri",65,52,0,9,29,,06238
2024,acs5,place,"Blanchard CDP, Missouri",51,51,0,0,29,,06247
2024,acs5,place,"Bland city, Missouri",476,433,0,10,29,,06256
2024,acs5,place,"Blodgett city, Missouri",196,126,5,9,29,,06346
2024,acs5,place,"Bloomfield city, Missouri",2069,1973,16,3,29,,06382
2024,acs5,place,"Bloomsdale city, Missouri",841,799,21,15,29,,06454
2024,acs5,place,"Blue Eye town, Missouri",446,405,2,8,29,,06526
2024,acs5,place,"Blue Springs city, Missouri",59965,46879,4797,3712,29,,06652
2024,acs5,place,"Blue Summit CDP, Missouri",1156,604,131,250,29,,06670
2024,acs5,place,"Blythedale village, Missouri",341,334,0,0,29,,06742
2024,acs5,place,"Bogard city, Missouri",169,157,0,2,29,,06832
2024,acs5,place,"Bolckow city, Missouri",197,179,0,11,29,,06922
2024,acs5,place,"Bolivar city, Missouri",11170,10211,97,406,29,,06976
2024,acs5,place,"Bonne Terre city, Missouri",6683,5113,740,165,29,,07102
2024,acs5,place,"Boonville city, Missouri",7689,6376,709,221,29,,07318
2024,acs5,place,"Bosworth city, Missouri",202,189,0,0,29,,07426
2024,acs5,place,"Bourbon city, Missouri",1636,1269,0,123,29,,07534
2024,acs5,place,"Bowling Green city, Missouri",4170,3523,322,117,29,,07660
2024,acs5,place,"Bragg City town, Missouri",54,31,0,0,29,,07876
2024,acs5,place,"Brandsville city, Missouri",139,139,0,0,29,,07948
2024,acs5,place,"Branson West city, Missouri",536,486,3,0,29,,07989
2024,acs5,place,"Branson city, Missouri",12817,10272,691,871,29,,07966
2024,acs5,place,"Brashear city, Missouri",182,174,0,0,29,,08002
2024,acs5,place,"Braymer city, Missouri",795,751,8,2,29,,08038
2024,acs5,place,"Breckenridge Hills city, Missouri",4402,2057,806,970,29,,08164
2024,acs5,place,"Breckenridge city, Missouri",485,445,0,27,29,,08128
2024,acs5,place,"Brentwood city, Missouri",8144,6344,238,116,29,,08236
2024,acs5,place,"Brewer CDP, Missouri",413,391,0,0,29,,08272
2024,acs5,place,"Briarwood Estates CDP, Missouri",307,307,0,0,29,,08294
2024,acs5,place,"Bridgeton city, Missouri",11369,6346,2697,1572,29,,08398
2024,acs5,place,"Brimson village, Missouri",81,80,0,0,29,,08470
2024,acs5,place,"Bronaugh city, Missouri",163,158,0,0,29,,08614
2024,acs5,place,"Brookfield city, Missouri",4144,3797,34,168,29,,08650
2024,acs5,place,"Brooklyn Heights town, Missouri",106,78,0,26,29,,08776
2024,acs5,place,"Broseley CDP, Missouri",65,60,0,0,29,,08812
2024,acs5,place,"Browning city, Missouri",224,186,0,35,29,,08884
2024,acs5,place,"Brownington town, Missouri",58,47,5,1,29,,08902
2024,acs5,place,"Brumley town, Missouri",72,68,0,4,29,,08974
2024,acs5,place,"Brunswick city, Missouri",859,719,53,52,29,,09046
2024,acs5,place,"Bucklin city, Missouri",418,359,0,21,29,,09388
2024,acs5,place,"Buckner city, Missouri",2914,2587,29,143,29,,09424
2024,acs5,place,"Buell CDP, Missouri",0,0,0,0,29,,09496
2024,acs5,place,"Buffalo city, Missouri",3417,3190,8,129,29,,09514
2024,acs5,place,"Bull Creek village, Missouri",421,343,10,25,29,,09642
2024,acs5,place,"Bunceton city, Missouri",256,235,5,0,29,,09658
2024,acs5,place,"Bunker city, Missouri",336,297,11,0,29,,09694
2024,acs5,place,"Burfordville CDP, Missouri",147,147,0,0,29,,09784
